Group,date,price,sales
Cheese,2020-10-08,45805.82,117.6
Cheese,2020-10-09,40703.92,106.7
Cheese,2020-10-10,39365.24,94.5
Cheese,2020-10-11,35477.13,81.5
Cheese,2020-10-12,35986.79,82.6
Cheese,2020-10-13,40008.54,90.1
Cheese,2020-10-14,28680.760000000002,64.8
Cheese,2020-10-15,25063.02,48.3
Cheese,2020-10-16,24989.63,53.8
Cheese,2020-10-17,33063.96,73.5
Cheese,2020-10-18,27164.760000000002,54.4
Cheese,2020-10-19,16330.35,27.3
Cheese,2020-10-20,22569.21,34.7
Cheese,2020-10-21,17682.06,26.2
Cheese,2020-10-22,31810.55,67.5
Cheese,2020-10-23,33803.61,73.6
Cheese,2020-10-24,25062.48,50.1
Cheese,2020-10-25,29089.25,60.8
Cheese,2020-10-26,25878.95,64.4
Cheese,2020-10-27,28456.77,59.800000000000004
Cheese,2020-10-28,27368.58,56.5
Cheese,2020-10-29,62609.08,202.7
Cheese,2020-10-30,49917.16,163.4
Cheese,2020-10-31,54636.92,166.4
Cheese,2020-11-01,46593.2,160.2
Cheese,2020-11-02,45975.5,128.5
Cheese,2020-11-03,48294.76,132.6
Cheese,2020-11-04,44951.4,111.0
Cheese,2020-11-05,31861.81,67.9
Cheese,2020-11-06,41814.05,80.9
Cheese,2020-11-07,41263.83,85.1
Cheese,2020-11-08,34090.55,70.8
Cheese,2020-11-09,29075.25,59.4
Cheese,2020-11-10,27488.78,60.2
Cheese,2020-11-11,36391.6,71.8
Cheese,2020-11-12,36402.67,58.0
Cheese,2020-11-13,45545.26,71.2
Cheese,2020-11-14,45922.75,72.8
Cheese,2020-11-15,42969.24,59.2
Cheese,2020-11-16,30852.97,45.1
Cheese,2020-11-17,36596.3,56.5
Cheese,2020-11-18,36799.8,55.2
Cheese,2020-11-19,38488.270000000004,56.5
Cheese,2020-11-20,40837.3,63.6
Cheese,2020-11-21,40990.51,63.300000000000004
Cheese,2020-11-22,35447.75,49.1
Cheese,2020-11-23,36479.840000000004,52.6
Cheese,2020-11-24,35284.87,42.6
Cheese,2020-11-25,34344.19,46.0
Cheese,2020-11-26,47305.97,56.9
Cheese,2020-11-27,45969.0,56.2
Cheese,2020-11-28,57576.69,71.3
Cheese,2020-11-29,51237.18,68.0
Cheese,2020-11-30,43453.55,56.2
Cheese,2020-12-01,49852.52,73.9
Cheese,2020-12-02,51733.08,98.7
Cheese,2020-12-03,90397.22,288.3
Cheese,2020-12-04,94590.09,225.7
Cheese,2020-12-05,83667.20999999999,189.6
Cheese,2020-12-06,74687.17,161.8
Cheese,2020-12-07,68913.4,149.3
Cheese,2020-12-08,69224.31,143.4
Cheese,2020-12-09,65829.4,132.5
Cheese,2020-12-10,74589.8,203.4
Cheese,2020-12-11,78829.47,203.6
Cheese,2020-12-12,83379.78,209.2
Cheese,2020-12-13,74004.44,182.8
Cheese,2020-12-14,69209.95,139.7
Cheese,2020-12-15,59803.16,141.1
Cheese,2020-12-16,56370.33,109.9
Cheese,2020-12-17,54293.8,112.5
Cheese,2020-12-18,53826.02,113.9
Cheese,2020-12-19,48564.92,98.6
Cheese,2020-12-20,48242.33,92.1
Cheese,2020-12-21,54488.64,99.4
Cheese,2020-12-22,44539.51,83.4
Cheese,2020-12-23,56754.57,101.4
Cheese,2020-12-24,85898.49,208.1
Cheese,2020-12-25,79548.45,171.3
Cheese,2020-12-26,76673.86,153.1
Cheese,2020-12-27,71861.3,136.9
Cheese,2020-12-28,81085.22,156.1
Cheese,2020-12-29,105779.52,235.9
Cheese,2020-12-30,108526.61,244.8
Cheese,2020-12-31,59835.23,100.5
Cheese,2021-01-01,14354.75,22.400000000000002
Cheese,2021-01-02,29188.329999999998,44.4
Cheese,2021-01-03,41714.89,70.7
Cheese,2021-01-04,53600.2,100.7
Cheese,2021-01-05,66401.21,122.4
Cheese,2021-01-06,59063.14,110.5
Cheese,2021-01-07,45679.97,71.9
Cheese,2021-01-08,54821.08,88.7
Cheese,2021-01-09,63326.92,104.9
Cheese,2021-01-10,53502.81,92.4
Cheese,2021-01-11,57444.18,77.6
Cheese,2021-01-12,53391.409999999996,72.2
Cheese,2021-01-13,61564.89,77.7
Cheese,2021-01-14,123159.21,343.8
Cheese,2021-01-15,110932.29000000001,294.8
Cheese,2021-01-16,117822.15,318.105
Cheese,2021-01-17,114672.9,306.3
Cheese,2021-01-18,110728.6,271.8
Cheese,2021-01-19,106416.49,246.5
Cheese,2021-01-20,98007.49,224.8
Cheese,2021-01-21,73479.77,110.7
Cheese,2021-01-22,67915.74,101.3
Cheese,2021-01-23,68345.03,97.6
Cheese,2021-01-24,67205.43,90.0
Cheese,2021-01-25,51996.21,70.6
Cheese,2021-01-26,54046.33,73.7
Cheese,2021-01-27,52877.95,70.9
Cheese,2021-01-28,58894.3,69.2
Cheese,2021-01-29,59110.28,74.2
Cheese,2021-01-30,54977.59,71.2
Cheese,2021-01-31,51609.19,60.5
Cheese,2021-02-01,51290.6,60.9
Cheese,2021-02-02,55153.91,65.8
Cheese,2021-02-03,50279.61,60.6
Cheese,2021-02-04,104576.23,324.3
Cheese,2021-02-05,94503.23,292.5
Cheese,2021-02-06,98398.88,309.8
Cheese,2021-02-07,98043.65,283.3
Cheese,2021-02-08,79375.63,222.9
Cheese,2021-02-09,86234.32,240.20000000000002
Cheese,2021-02-10,82183.0,214.0
Cheese,2021-02-11,110231.16,305.9
Cheese,2021-02-12,106972.02,266.7
Cheese,2021-02-13,116006.16,279.5
Cheese,2021-02-14,95031.89,198.05
Cheese,2021-02-15,88503.76,185.5
Cheese,2021-02-16,96744.86,197.1
Cheese,2021-02-17,93616.78,204.8
Cheese,2021-02-18,64692.18,92.5
Cheese,2021-02-19,62852.3,86.3
Cheese,2021-02-20,66067.75,88.2
Cheese,2021-02-21,56518.11,73.5
Cheese,2021-02-22,53499.62,72.9
Cheese,2021-02-23,50501.78,65.5
Cheese,2021-02-24,52939.75,67.4
Cheese,2021-02-25,68363.68,171.1
Cheese,2021-02-26,74818.3,178.6
Cheese,2021-02-27,82455.99,204.4
Cheese,2021-02-28,72371.19,158.391
Cheese,2021-03-01,67789.03,149.7
Cheese,2021-03-02,76471.97,177.1
Cheese,2021-03-03,74906.61,144.1
Cheese,2021-03-04,105205.06,258.4
Cheese,2021-03-05,118318.65,296.7
Cheese,2021-03-06,108037.24,262.0
Cheese,2021-03-07,114976.41,272.2
Cheese,2021-03-08,94913.62,194.7
Cheese,2021-03-09,86358.39,175.508
Cheese,2021-03-10,85223.4,173.818
Cheese,2021-03-11,75486.19,153.1
Cheese,2021-03-12,78447.47,164.992
Cheese,2021-03-13,81808.37,152.1
Cheese,2021-03-14,76713.45,144.8
Cheese,2021-03-15,71235.08,132.3
Cheese,2021-03-16,63649.96,103.1
Cheese,2021-03-17,76660.42,112.2
Cheese,2021-03-18,104420.81999999999,334.4
Cheese,2021-03-19,103693.06999999999,314.3
Cheese,2021-03-20,110457.38,332.5
Cheese,2021-03-21,98715.69,259.3
Cheese,2021-03-22,93020.26,238.5
Cheese,2021-03-23,85671.77,218.7
Cheese,2021-03-24,87231.92,229.0
Cheese,2021-03-25,88612.77,138.6
Cheese,2021-03-26,81673.04,132.8
Cheese,2021-03-27,78168.01,122.8
Cheese,2021-03-28,78877.53,108.7
Cheese,2021-03-29,64254.43,90.4
Cheese,2021-03-30,75346.12,99.7
Cheese,2021-03-31,63697.02,96.1
Cheese,2021-04-01,81307.08,185.6
Cheese,2021-04-02,98157.71,242.8
Cheese,2021-04-03,86618.8,222.7
Cheese,2021-04-04,96805.51,223.5
Cheese,2021-04-05,73974.07,187.7
Cheese,2021-04-06,86961.44,211.1
Cheese,2021-04-07,98375.89,218.575
Cheese,2021-04-08,93175.59,243.075
Cheese,2021-04-09,94208.44,250.8
Cheese,2021-04-10,91681.67,228.70000000000002
Cheese,2021-04-11,79715.62,177.8
Cheese,2021-04-12,85114.20999999999,188.0
Cheese,2021-04-13,69908.06,148.327
Cheese,2021-04-14,78816.23,156.625
Cheese,2021-04-15,124910.58,347.653
Cheese,2021-04-16,126219.65000000001,314.6
Cheese,2021-04-17,119636.0,289.3
Cheese,2021-04-18,105563.08,245.0
Cheese,2021-04-19,92128.13,197.5
Cheese,2021-04-20,95418.75,221.4
Cheese,2021-04-21,89200.18000000001,195.4
Cheese,2021-04-22,70256.09,130.6
Cheese,2021-04-23,71809.2,125.10000000000001
Cheese,2021-04-24,68827.24,121.7
Cheese,2021-04-25,73539.62,119.3
Cheese,2021-04-26,61008.56,101.53
Cheese,2021-04-27,67871.53,120.5
Cheese,2021-04-28,72709.83,123.60000000000001
Cheese,2021-04-29,111615.69,262.1
Cheese,2021-04-30,115333.95,291.5
Cheese,2021-05-01,95453.38,196.1
Cheese,2021-05-02,52923.340000000004,93.3
Cheese,2021-05-03,71088.77,133.0
Cheese,2021-05-04,82356.27,157.0
Cheese,2021-05-05,72162.71,138.0
Cheese,2021-05-06,67973.57,127.3
Cheese,2021-05-07,60392.25,106.9
Cheese,2021-05-08,67171.46,120.3
Cheese,2021-05-09,59281.29,94.4
Cheese,2021-05-10,49994.76,82.6
Cheese,2021-05-11,56943.36,88.9
Cheese,2021-05-12,57014.98,87.1
Cheese,2021-05-13,63716.83,92.6
Cheese,2021-05-14,57073.23,86.4
Cheese,2021-05-15,56357.54,87.3
Cheese,2021-05-16,56039.88,76.2
Cheese,2021-05-17,60662.28,73.7
Cheese,2021-05-18,54241.14,67.7
Cheese,2021-05-19,71641.11,80.0
Cheese,2021-05-20,122297.32,340.0
Cheese,2021-05-21,119446.42,301.7
Cheese,2021-05-22,99066.81,244.2
Cheese,2021-05-23,106450.73,247.20000000000002
Cheese,2021-05-24,111012.58,242.3
Cheese,2021-05-25,95713.09,218.8
Cheese,2021-05-26,91131.67,186.1
Cheese,2021-05-27,102773.76,266.2
Cheese,2021-05-28,105314.81,241.4
Cheese,2021-05-29,105618.79,257.5
Cheese,2021-05-30,103862.15,237.9
Cheese,2021-05-31,94299.3,213.5
Cheese,2021-06-01,86981.55,201.3
Cheese,2021-06-02,87665.82,191.3
Cheese,2021-06-03,89306.34999999999,217.2
Cheese,2021-06-04,85288.7,209.1
Cheese,2021-06-05,81857.26,187.9
Cheese,2021-06-06,83607.75,184.6
Cheese,2021-06-07,79809.69,169.4
Cheese,2021-06-08,71762.54,152.6
Cheese,2021-06-09,54757.57,109.2
Cheese,2021-06-10,78472.13,141.25
Cheese,2021-06-11,71968.24,123.25
Cheese,2021-06-12,68467.89,105.0
Cheese,2021-06-13,73863.09,117.618
Cheese,2021-06-14,67168.91,95.3
Cheese,2021-06-15,63909.78,91.8
Cheese,2021-06-16,74108.13,124.1
Cheese,2021-06-17,70506.65,119.5
Cheese,2021-06-18,70219.68000000001,114.65
Cheese,2021-06-19,65493.12,105.35
Cheese,2021-06-20,52386.78,80.0
Cheese,2021-06-21,70756.85,108.35
Cheese,2021-06-22,59345.05,93.5
Cheese,2021-06-23,57521.32,91.6
Cheese,2021-06-24,105765.25,294.9
Cheese,2021-06-25,103016.67,267.531
Cheese,2021-06-26,99204.71,252.3
Cheese,2021-06-27,99514.67,236.85
Cheese,2021-06-28,95529.22,238.2
Cheese,2021-06-29,90337.38,214.05
Cheese,2021-06-30,92935.89,206.577
Cheese,2021-07-01,93873.27,177.0
Cheese,2021-07-02,89073.8,171.9
Cheese,2021-07-03,88299.41,171.13
Cheese,2021-07-04,78263.95,126.95
Cheese,2021-07-05,79743.97,143.6
Mineral water,2020-01-27,40.59,1.0
Mineral water,2020-02-26,32.79,2.0
Mineral water,2020-02-27,32.79,2.0
Mineral water,2020-03-03,36.89,2.0
Mineral water,2020-04-02,71.58000000000001,6.0
Mineral water,2020-04-04,40.59,2.0
Mineral water,2020-04-05,274.27,53.0
Mineral water,2020-04-06,413.51,44.0
Mineral water,2020-04-07,601.67,120.0
Mineral water,2020-04-08,670.92,115.0
Mineral water,2020-04-09,733.6999999999999,150.0
Mineral water,2020-04-10,1106.75,199.0
Mineral water,2020-04-11,1117.67,175.0
Mineral water,2020-04-12,1301.48,256.0
Mineral water,2020-04-13,994.05,130.0
Mineral water,2020-04-14,1011.53,148.0
Mineral water,2020-04-15,1036.18,184.0
Mineral water,2020-04-16,2166.86,402.0
Mineral water,2020-04-17,2392.46,475.0
Mineral water,2020-04-18,1473.79,307.0
Mineral water,2020-04-19,688.75,118.0
Mineral water,2020-04-20,844.68,126.0
Mineral water,2020-04-21,1195.21,221.0
Mineral water,2020-04-22,1379.1299999999999,314.0
Mineral water,2020-04-23,1747.34,311.0
Mineral water,2020-04-24,2032.79,415.0
Mineral water,2020-04-25,1320.4,272.0
Mineral water,2020-04-26,1318.92,251.0
Mineral water,2020-04-27,1207.93,210.0
Mineral water,2020-04-28,1717.17,298.0
Mineral water,2020-04-29,1339.23,323.0
Mineral water,2020-04-30,2392.61,554.0
Mineral water,2020-05-01,2700.56,498.0
Mineral water,2020-05-02,1832.98,318.0
Mineral water,2020-05-03,1641.97,319.0
Mineral water,2020-05-04,1580.27,331.0
Mineral water,2020-05-05,1825.82,333.0
Mineral water,2020-05-06,1852.96,424.0
Mineral water,2020-05-07,2390.3199999999997,493.0
Mineral water,2020-05-08,1905.67,373.0
Mineral water,2020-05-09,1821.76,417.0
Mineral water,2020-05-10,1411.76,245.0
Mineral water,2020-05-11,1215.8,238.0
Mineral water,2020-05-12,1250.64,231.0
Mineral water,2020-05-13,1108.67,216.0
Mineral water,2020-05-14,2604.16,782.0
Mineral water,2020-05-15,2145.2,580.0
Mineral water,2020-05-16,1819.0,385.0
Mineral water,2020-05-17,1492.76,361.0
Mineral water,2020-05-18,1523.71,456.0
Mineral water,2020-05-19,1885.38,454.0
Mineral water,2020-05-20,1250.76,278.0
Mineral water,2020-05-21,1774.33,335.0
Mineral water,2020-05-22,1635.43,339.0
Mineral water,2020-05-23,1149.26,277.0
Mineral water,2020-05-24,910.1099999999999,219.0
Mineral water,2020-05-25,1057.18,254.0
Mineral water,2020-05-26,1119.28,244.0
Mineral water,2020-05-27,1072.19,213.0
Mineral water,2020-05-28,1293.34,209.0
Mineral water,2020-05-29,1497.13,327.0
Mineral water,2020-05-30,1160.73,288.0
Mineral water,2020-05-31,1013.43,182.0
Mineral water,2020-06-01,1055.33,164.0
Mineral water,2020-06-02,1141.49,227.0
Mineral water,2020-06-03,792.97,201.0
Mineral water,2020-06-04,1271.12,233.0
Mineral water,2020-06-05,1423.1599999999999,235.0
Mineral water,2020-06-06,1088.67,271.0
Mineral water,2020-06-07,1255.8999999999999,188.0
Mineral water,2020-06-08,1263.48,319.0
Mineral water,2020-06-09,1047.97,227.0
Mineral water,2020-06-10,1636.49,338.0
Mineral water,2020-06-11,2119.29,491.0
Mineral water,2020-06-12,1998.1499999999999,414.0
Mineral water,2020-06-13,2186.98,446.0
Mineral water,2020-06-14,1796.6,349.0
Mineral water,2020-06-15,1953.1699999999998,373.0
Mineral water,2020-06-16,1598.87,529.0
Mineral water,2020-06-17,1752.3,489.0
Mineral water,2020-06-18,1672.0,304.0
Mineral water,2020-06-19,1914.77,399.0
Mineral water,2020-06-20,1664.1,269.0
Mineral water,2020-06-21,1083.42,167.0
Mineral water,2020-06-22,1206.3999999999999,371.0
Mineral water,2020-06-23,1302.3,380.0
Mineral water,2020-06-24,1000.41,252.0
Mineral water,2020-06-25,2416.05,1128.0
Mineral water,2020-06-26,2557.04,857.0
Mineral water,2020-06-27,2252.19,637.0
Mineral water,2020-06-28,1558.77,686.0
Mineral water,2020-06-29,1595.3,753.0
Mineral water,2020-06-30,1729.5,630.0
Mineral water,2020-07-01,1511.18,954.0
Mineral water,2020-07-02,2195.29,562.0
Mineral water,2020-07-03,2376.79,765.0
Mineral water,2020-07-04,2221.64,491.0
Mineral water,2020-07-05,1670.56,488.0
Mineral water,2020-07-06,1798.59,484.0
Mineral water,2020-07-07,1675.6499999999999,425.0
Mineral water,2020-07-08,1852.84,443.0
Mineral water,2020-07-09,2441.7799999999997,532.0
Mineral water,2020-07-10,2041.02,421.0
Mineral water,2020-07-11,1860.34,371.0
Mineral water,2020-07-12,1865.07,388.0
Mineral water,2020-07-13,1678.7,253.0
Mineral water,2020-07-14,1578.02,384.0
Mineral water,2020-07-15,1213.86,264.0
Mineral water,2020-07-16,1617.06,393.0
Mineral water,2020-07-17,1272.16,299.0
Mineral water,2020-07-18,1531.9,388.0
Mineral water,2020-07-19,1373.52,275.0
Mineral water,2020-07-20,1174.1399999999999,373.0
Mineral water,2020-07-21,1385.29,332.0
Mineral water,2020-07-22,1273.91,415.0
Mineral water,2020-07-23,992.72,258.0
Mineral water,2020-07-24,1924.18,478.0
Mineral water,2020-07-25,1659.18,356.0
Mineral water,2020-07-26,1285.43,217.0
Mineral water,2020-07-27,1272.11,401.0
Mineral water,2020-07-28,1324.95,391.0
Mineral water,2020-07-29,1292.58,336.0
Mineral water,2020-07-30,2171.01,711.0
Mineral water,2020-07-31,2062.79,559.0
Mineral water,2020-08-01,1344.3799999999999,368.0
Mineral water,2020-08-02,1406.75,360.0
Mineral water,2020-08-03,1486.17,504.0
Mineral water,2020-08-04,1025.82,452.0
Mineral water,2020-08-05,1514.01,453.0
Mineral water,2020-08-06,2121.83,593.0
Mineral water,2020-08-07,2081.77,505.0
Mineral water,2020-08-08,1483.31,420.0
Mineral water,2020-08-09,2122.73,456.0
Mineral water,2020-08-10,1953.1599999999999,641.0
Mineral water,2020-08-11,1214.1299999999999,347.0
Mineral water,2020-08-12,1430.1799999999998,298.0
Mineral water,2020-08-13,1388.46,416.0
Mineral water,2020-08-14,1557.3999999999999,415.0
Mineral water,2020-08-15,1602.79,330.0
Mineral water,2020-08-16,1313.8899999999999,333.0
Mineral water,2020-08-17,1447.08,266.0
Mineral water,2020-08-18,1345.67,334.0
Mineral water,2020-08-19,1776.66,443.0
Mineral water,2020-08-20,2021.96,643.0
Mineral water,2020-08-21,2453.82,854.0
Mineral water,2020-08-22,2007.93,743.0
Mineral water,2020-08-23,1375.41,435.0
Mineral water,2020-08-24,1192.06,517.0
Mineral water,2020-08-25,1671.01,761.0
Mineral water,2020-08-26,1929.1000000000001,642.0
Mineral water,2020-08-27,1917.3799999999999,480.0
Mineral water,2020-08-28,1966.19,353.0
Mineral water,2020-08-29,1514.61,311.0
Mineral water,2020-08-30,2256.31,578.0
Mineral water,2020-08-31,1876.72,373.0
Mineral water,2020-09-01,1588.3,387.0
Mineral water,2020-09-02,1601.32,359.0
Mineral water,2020-09-03,2675.62,575.0
Mineral water,2020-09-04,2612.43,556.0
Mineral water,2020-09-05,2341.25,438.0
Mineral water,2020-09-06,1987.84,461.0
Mineral water,2020-09-07,1791.7,470.0
Mineral water,2020-09-08,1960.78,459.0
Mineral water,2020-09-09,2038.92,370.0
Mineral water,2020-09-10,2348.48,537.0
Mineral water,2020-09-11,1974.56,471.0
Mineral water,2020-09-12,2273.5,523.0
Mineral water,2020-09-13,1689.13,376.0
Mineral water,2020-09-14,1645.69,367.0
Mineral water,2020-09-15,2398.31,619.0
Mineral water,2020-09-16,1967.0,497.0
Mineral water,2020-09-17,3209.58,854.0
Mineral water,2020-09-18,2659.32,724.0
Mineral water,2020-09-19,2658.72,848.0
Mineral water,2020-09-20,2619.9,769.0
Mineral water,2020-09-21,1994.84,515.0
Mineral water,2020-09-22,2372.4,592.0
Mineral water,2020-09-23,2029.27,667.0
Mineral water,2020-09-24,2462.5099999999998,595.0
Mineral water,2020-09-25,3076.93,794.0
Mineral water,2020-09-26,2440.7,474.0
Mineral water,2020-09-27,2921.67,698.0
Mineral water,2020-09-28,2405.91,492.0
Mineral water,2020-09-29,2103.16,486.0
Mineral water,2020-09-30,2987.57,707.0
Mineral water,2020-10-01,3149.67,672.0
Mineral water,2020-10-02,4116.55,911.0
Mineral water,2020-10-03,3041.35,805.0
Mineral water,2020-10-04,3368.34,895.0
Mineral water,2020-10-05,3170.25,741.0
Mineral water,2020-10-06,3273.17,669.0
Mineral water,2020-10-07,3455.19,709.0
Mineral water,2020-10-08,4209.62,1078.0
Mineral water,2020-10-09,4087.22,893.0
Mineral water,2020-10-10,3532.67,726.0
Mineral water,2020-10-11,3219.02,825.0
Mineral water,2020-10-12,2847.69,538.0
Mineral water,2020-10-13,3332.6,709.0
Mineral water,2020-10-14,2932.5299999999997,692.0
Mineral water,2020-10-15,3520.8,694.0
Mineral water,2020-10-16,3474.18,737.0
Mineral water,2020-10-17,5196.21,1192.0
Mineral water,2020-10-18,2906.2599999999998,676.0
Mineral water,2020-10-19,2694.29,603.0
Mineral water,2020-10-20,2960.81,731.0
Mineral water,2020-10-21,2691.0099999999998,714.0
Mineral water,2020-10-22,3106.41,702.0
Mineral water,2020-10-23,2871.93,573.0
Mineral water,2020-10-24,3886.76,854.0
Mineral water,2020-10-25,3283.04,795.0
Mineral water,2020-10-26,3583.57,755.0
Mineral water,2020-10-27,3125.4,710.0
Mineral water,2020-10-28,3386.02,867.0
Mineral water,2020-10-29,3800.06,1058.0
Mineral water,2020-10-30,4199.32,1045.0
Mineral water,2020-10-31,4267.96,964.0
Mineral water,2020-11-01,4213.15,1144.0
Mineral water,2020-11-02,3386.25,751.0
Mineral water,2020-11-03,3862.93,887.0
Mineral water,2020-11-04,3491.7799999999997,904.0
Mineral water,2020-11-05,5556.66,2826.0
Mineral water,2020-11-06,5919.65,1917.0
Mineral water,2020-11-07,5980.42,1724.0
Mineral water,2020-11-08,5433.74,1563.0
Mineral water,2020-11-09,4380.77,1297.0
Mineral water,2020-11-10,3388.28,1099.0
Mineral water,2020-11-11,4962.58,1351.0
Mineral water,2020-11-12,5831.75,1306.0
Mineral water,2020-11-13,5435.07,1144.0
Mineral water,2020-11-14,6928.68,1704.0
Mineral water,2020-11-15,6326.89,1448.0
Mineral water,2020-11-16,4623.8,989.0
Mineral water,2020-11-17,4993.42,1192.0
Mineral water,2020-11-18,5111.99,1167.0
Mineral water,2020-11-19,4910.72,1164.0
Mineral water,2020-11-20,6635.53,1574.0
Mineral water,2020-11-21,6532.7699999999995,1422.0
Mineral water,2020-11-22,5222.08,1092.0
Mineral water,2020-11-23,5284.97,1127.0
Mineral water,2020-11-24,8135.61,1669.0
Mineral water,2020-11-25,7768.97,1601.0
Mineral water,2020-11-26,9761.42,1854.0
Mineral water,2020-11-27,9178.74,1892.0
Mineral water,2020-11-28,11141.95,2486.0
Mineral water,2020-11-29,10247.56,2389.0
Mineral water,2020-11-30,7930.82,1646.0
Mineral water,2020-12-01,8629.15,1750.0
Mineral water,2020-12-02,8731.67,1865.0
Mineral water,2020-12-03,10214.38,2026.0
Mineral water,2020-12-04,10361.27,2247.0
Mineral water,2020-12-05,12009.84,2684.0
Mineral water,2020-12-06,11213.0,2457.0
Mineral water,2020-12-07,8886.68,1725.0
Mineral water,2020-12-08,11122.25,2242.0
Mineral water,2020-12-09,10081.789999999999,2196.0
Mineral water,2020-12-10,10495.47,2124.0
Mineral water,2020-12-11,10784.49,2402.0
Mineral water,2020-12-12,12327.73,2707.0
Mineral water,2020-12-13,13145.01,2500.0
Mineral water,2020-12-14,10573.64,2253.0
Mineral water,2020-12-15,9840.86,2166.0
Mineral water,2020-12-16,9521.48,2015.0
Mineral water,2020-12-17,11654.24,2620.0
Mineral water,2020-12-18,10043.19,1947.0
Mineral water,2020-12-19,10790.18,2238.0
Mineral water,2020-12-20,11013.84,2169.0
Mineral water,2020-12-21,10440.27,2070.0
Mineral water,2020-12-22,10939.34,2210.0
Mineral water,2020-12-23,10548.38,2225.0
Mineral water,2020-12-24,11890.07,2671.0
Mineral water,2020-12-25,12976.199999999999,2850.0
Mineral water,2020-12-26,14107.47,3126.0
Mineral water,2020-12-27,12831.39,2841.0
Mineral water,2020-12-28,12530.02,2706.0
Mineral water,2020-12-29,13748.43,3117.0
Mineral water,2020-12-30,15360.64,4088.0
Mineral water,2020-12-31,11910.24,2332.0
Mineral water,2021-01-01,8993.19,1895.0
Mineral water,2021-01-02,10458.93,2348.0
Mineral water,2021-01-03,11339.89,2665.0
Mineral water,2021-01-04,11170.25,2584.0
Mineral water,2021-01-05,12665.91,3082.0
Mineral water,2021-01-06,12898.63,2643.0
Mineral water,2021-01-07,13070.0,2480.0
Mineral water,2021-01-08,12575.31,2709.0
Mineral water,2021-01-09,13257.81,3077.0
Mineral water,2021-01-10,13969.22,2680.0
Mineral water,2021-01-11,11149.82,2337.0
Mineral water,2021-01-12,12456.9,2523.0
Mineral water,2021-01-13,12858.25,2772.0
Mineral water,2021-01-14,13030.92,2602.0
Mineral water,2021-01-15,13571.3,2735.0
Mineral water,2021-01-16,23492.95,2784.0
Mineral water,2021-01-17,14787.0,3043.0
Mineral water,2021-01-18,13225.14,2668.0
Mineral water,2021-01-19,13009.91,2539.0
Mineral water,2021-01-20,12383.369999999999,2553.0
Mineral water,2021-01-21,12844.72,2703.0
Mineral water,2021-01-22,14121.73,3021.0
Mineral water,2021-01-23,14296.52,3030.0
Mineral water,2021-01-24,14872.67,3121.0
Mineral water,2021-01-25,11021.16,2403.0
Mineral water,2021-01-26,11376.56,2388.0
Mineral water,2021-01-27,11855.83,2601.0
Mineral water,2021-01-28,12060.92,2435.0
Mineral water,2021-01-29,13115.02,2740.0
Mineral water,2021-01-30,15647.449999999999,3023.0
Mineral water,2021-01-31,14305.21,3004.0
Mineral water,2021-02-01,12201.9,2489.0
Mineral water,2021-02-02,12406.91,2653.0
Mineral water,2021-02-03,12116.539999999999,2558.0
Mineral water,2021-02-04,12840.27,2591.0
Mineral water,2021-02-05,13057.46,2865.0
Mineral water,2021-02-06,14760.27,3175.0
Mineral water,2021-02-07,15292.619999999999,3400.0
Mineral water,2021-02-08,12130.119999999999,2551.0
Mineral water,2021-02-09,11382.23,2263.0
Mineral water,2021-02-10,12508.07,2741.0
Mineral water,2021-02-11,12520.41,2378.0
Mineral water,2021-02-12,12856.82,2592.0
Mineral water,2021-02-13,15057.21,3422.0
Mineral water,2021-02-14,15294.08,3010.0
Mineral water,2021-02-15,12932.699999999999,2690.0
Mineral water,2021-02-16,13496.44,2730.0
Mineral water,2021-02-17,13542.03,3041.0
Mineral water,2021-02-18,12784.44,2806.0
Mineral water,2021-02-19,13762.11,2817.0
Mineral water,2021-02-20,16289.07,3338.0
Mineral water,2021-02-21,16005.71,3357.0
Mineral water,2021-02-22,12104.119999999999,2483.0
Mineral water,2021-02-23,11827.89,2670.0
Mineral water,2021-02-24,13078.55,2778.0
Mineral water,2021-02-25,12554.71,2633.0
Mineral water,2021-02-26,13812.22,2926.0
Mineral water,2021-02-27,15530.64,3525.0
Mineral water,2021-02-28,15999.39,3552.0
Mineral water,2021-03-01,11202.19,2805.0
Mineral water,2021-03-02,12827.63,2837.0
Mineral water,2021-03-03,11658.57,2867.0
Mineral water,2021-03-04,12662.36,2827.0
Mineral water,2021-03-05,15788.66,3486.0
Mineral water,2021-03-06,15550.39,3414.0
Mineral water,2021-03-07,17200.06,3662.0
Mineral water,2021-03-08,14374.58,2932.0
Mineral water,2021-03-09,13411.66,2870.0
Mineral water,2021-03-10,12946.52,2711.0
Mineral water,2021-03-11,14030.92,3199.0
Mineral water,2021-03-12,14695.43,3183.0
Mineral water,2021-03-13,17341.739999999998,4164.0
Mineral water,2021-03-14,16394.41,3764.0
Mineral water,2021-03-15,14947.68,3380.0
Mineral water,2021-03-16,15318.93,3354.0
Mineral water,2021-03-17,15327.06,3145.0
Mineral water,2021-03-18,16623.89,3881.0
Mineral water,2021-03-19,16597.92,4159.0
Mineral water,2021-03-20,18642.75,4580.0
Mineral water,2021-03-21,16652.37,4074.0
Mineral water,2021-03-22,15898.73,3744.0
Mineral water,2021-03-23,16285.41,3979.0
Mineral water,2021-03-24,14701.52,3621.0
Mineral water,2021-03-25,15605.13,3739.0
